"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience Targeting","Lifetime Post Stories","Lifetime Talking About This (Post)"
1906255039602883_2028904297337956,https://www.facebook.com/OmarSGhobash/videos/2028904297337956/,"#TheLetters International versions:
𝗦𝗽𝗮𝗻𝗶𝘀𝗵: https://www.amazon.com/Carta-joven-musulm%C3%A1n-Spanish-Ghobash-ebook/dp/B07451G4WJ
𝗧𝘂𝗿𝗸𝗶𝘀𝗵: https://www.amazon.com/Genc-Muslumana-Mektuplar-Omar-Ghobash/dp/9759969335/ref=sr_1_2?s=books&amp;ie=UTF8&amp;qid=1510668969&amp;sr=1-2&amp;refinements=p_27%3AOmar+Saif+Ghobash 
𝗚𝗲𝗿𝗺𝗮𝗻: https://www.rowohlt.de/taschenbuch/es-gibt-keinen-grund-zu-hassen.html",Video,,,"11/21/2017 01:33:11 PM"," ",12,12
1906255039602883_2028895447338841,https://www.facebook.com/OmarSGhobash/posts/2028895447338841,"Is it Islamic to keep young Muslim girls out of schools, and deprive them of an education?
My sister was the oldest of my siblings, she was the leader of the children - if I can describe her like this. And what a leader she was! Nothing got passed her. By far the most intelligent of the lot.",Status,,,"11/21/2017 01:02:40 PM"," ",99,84
1906255039602883_2028793724015680,https://www.facebook.com/OmarSGhobash/posts/2028793724015680,"The owl survey is funded by the Mohammed bin Zayed Species Conservation Fund and part of a broader survey of species distribution and abundance in the Hajar mountains. 
https://www.thenational.ae/uae/environment/new-owl-species-for-the-uae-found-in-the-eastern-region-1.677615",Link,,,"11/21/2017 08:16:16 AM"," ",22,17
1906255039602883_2028515624043490,https://www.facebook.com/OmarSGhobash/posts/2028515624043490,"Omar Saif Ghobash shared F1's video.",SharedVideo,,,"11/20/2017 03:13:20 PM"," ",6,6
1906255039602883_2028457190716000,https://www.facebook.com/OmarSGhobash/posts/2028457190716000,"There is a wealth of knowledge and a treasury of wisdom contained in the verses of the Quran. You will also find that there is much that you will not understand, and there will be much that puzzles you. You will not be the first Muslim to have this reaction. Those who truly seek knowledge will find it, not only in the religious literature of Islam but also in the textbooks of Western history.",Status,,,"11/20/2017 11:42:52 AM"," ",54,52
1906255039602883_2028404160721303,https://www.facebook.com/OmarSGhobash/posts/2028404160721303,"The arrival of the latest group of patients marks a significant expansion in the UAE’s charitable initiatives in Yemen by adding a fourth hospital in India to accommodate injured Yemenis.
http://gulfnews.com/news/gulf/yemen/injured-yemenis-treated-in-india-at-uae-expense-1.2127513",Link,,,"11/20/2017 08:59:33 AM"," ",10,9
1906255039602883_2028116734083379,https://www.facebook.com/OmarSGhobash/posts/2028116734083379,"Omar Saif Ghobash added a Shop Now button to their Page.",Link,,,"11/19/2017 05:54:08 PM"," ",2,2
1906255039602883_2027459480815771,https://www.facebook.com/OmarSGhobash/posts/2027459480815771,"Available via: Amazon.com, iTunes, Barnes &amp; Noble, and other online stores. 
#TheLetters",Photo,,,"11/18/2017 08:10:03 AM"," ",64,63
1906255039602883_2027118590849860,https://www.facebook.com/OmarSGhobash/posts/2027118590849860,"Freedom is a good that is preserved and defended because it places individual responsibility at the heart of society. Freedom is not presented as a gift to self-destruct or engage in immoral acts out of religious principle. Without the freedom to choose our path, we are morally crippled. 
#TheLetters",Status,,,"11/17/2017 01:48:09 PM"," ",101,98
1906255039602883_2027118184183234,https://www.facebook.com/OmarSGhobash/posts/2027118184183234,"#UAE celebrates and welcome tolerance...read more below:
http://gulfnews.com/news/uae/government/tolerance-is-in-uae-s-dna-and-being-celebrated-daily-1.2126038",Link,,,"11/17/2017 01:46:28 PM"," ",6,6
1906255039602883_2026770347551351,https://www.facebook.com/OmarSGhobash/posts/2026770347551351,"Currently, over 150 nationalities live peacefully in the UAE, various religions and ethnic groups co-exist. - His Highness Sheikh Mohammed bin Rashid Al Maktoum recently named a bridge in Dubai as ''Tolerance Bridge.''
Read more:
http://wam.ae/en/details/1395302647469",Link,,,"11/16/2017 06:34:06 PM"," ",19,16
1906255039602883_2026634924231560,https://www.facebook.com/OmarSGhobash/posts/2026634924231560,"I would like you to explore the ways in which the individual is constructed in the Islamic world today. Building an individual identity begins by looking at yourself and discerning what characteristics are products of our family heritage and the prejudices of our wider community, as opposed to what characteristics are intrinsic to your own special and specific nature.",Status,,,"11/16/2017 09:53:56 AM"," ",64,59
1906255039602883_2026605434234509,https://www.facebook.com/OmarSGhobash/posts/2026605434234509,"I am happy to share the following article with you:
http://www.menafn.com/1096100225/Russian-Ministry-of-Foreign-Affairs-honours-UAE-Ambassador",Link,,,"11/16/2017 08:43:45 AM"," ",45,32
1906255039602883_2033817296864485,https://www.facebook.com/events/2033817296864485/,"Conversation: Omar Saif Ghobash and Míriam Hatibi.

''The diplomat and writer Omar Saif Ghobash visits us on the occasion of the Spanish publication of his book Letters to a Young Muslim (Picador, 2017), in which he reflects on the role of Islam today.


The book consists of a set of letters addressed to his older son in order to help him deal with questions regarding the situation of Islam in today’s world, while also confronting controversial issues and rebutting stereotypes. These texts by Omar Ghobash raise essential questions, for example how to avoid inculcating hate and to value difference, the role of social networks in the education of young people, and how religion might be a source of peaceful coexistence, dialogue, and social enrichment. His book is a contribution in the effort to keep young Muslims from extremism and violence and also aims to help any young person, whatever his or her religion, to understand and learn to identify and shun the underpinnings of hatred and xenophobia.

The letters have their origins in a fact that marked the life of Omar Ghobash, namely that his father was assassinated when he was only six years old. This meant that he grew up with the need to find answers to many questions. Now, aware that his son is also facing doubts about religion, society and the world, he has decided to accompany him along the way.

Omar Ghobash will be talking with Míriam Hatibi, an activist from Barcelona’s Muslim community and spokesperson for the Ibn Battuta Foundation, an entity that aims to offer social, cultural, educational, and employment support to immigrants from Arab countries, as well as to foster a peaceful coexistence and combat racism.

This activity, for which members of the public must register in advance, is addressed to school groups.''",Status,,,"11/15/2017 07:50:11 PM"," ",0,0
1906255039602883_2026194174275635,https://www.facebook.com/OmarSGhobash/posts/2026194174275635,#FootballforPeace,SharedVideo,,,"11/15/2017 11:38:34 AM"," ",2,2
1906255039602883_2025934554301597,https://www.facebook.com/OmarSGhobash/posts/2025934554301597,"Sheikh Mohammed bin Rashid orders ninth aid airlift for Rohingya refugees",Link,,,"11/14/2017 10:01:17 PM"," ",12,10
1906255039602883_2025794134315639,https://www.facebook.com/OmarSGhobash/posts/2025794134315639,"“The UAE has emerged as one of the leading countries of the world in just over four decades. It has also become a global model for tolerance, peaceful coexistence, gender equality, cultural diversity, innovation, and a future global nation” - Mona Al Merri director-general of #GDMO
http://gulfnews.com/news/uae/media/media-diplomacy-programme-begins-in-washington-1.2123767",Link,,,"11/14/2017 01:08:52 PM"," ",35,34
1906255039602883_2025716797656706,https://www.facebook.com/OmarSGhobash/posts/2025716797656706,"The reality is that though we talk of one Islam, we express it in different ways.
Via My Salaam
#TheLetters 
https://www.mysalaam.com/en/story/letters-to-a-young-muslim-author-omar-saif-ghobash-talks-career-identity-and-tackling-islamophobia/SALAAM15032017050850",Link,,,"11/14/2017 08:44:47 AM"," ",178,174
1906255039602883_2025469217681464,https://www.facebook.com/OmarSGhobash/posts/2025469217681464,"Omar Saif Ghobash shared World Economic Forum's video.",SharedVideo,,,"11/13/2017 07:50:27 PM"," ",28,26
1906255039602883_2025381641023555,https://www.facebook.com/OmarSGhobash/posts/2025381641023555,"&quot;The initiative supports the leadership’s vision to build bridges of cooperation between nations, and to implement bold ideas and innovative visions in an effort to shape a better future for coming generations.&quot; - Mohammed Al Gergawi
https://www.thenational.ae/uae/government/uae-to-train-ambassadors-of-the-future-1.675295",Link,,,"11/13/2017 03:09:07 PM"," ",8,8
1906255039602883_2025317331029986,https://www.facebook.com/OmarSGhobash/posts/2025317331029986,"There is a growing sense of acceptance for the individual in parts of the Arab world primarily as a result of social media and information through the internet. Every young Muslim should demand his or her right to discover the world and himself or herself, using the tools of self-knowledge and self-mastery.",Status,,,"11/13/2017 11:06:28 AM"," ",75,71
1906255039602883_2025032747725111,https://www.facebook.com/OmarSGhobash/videos/2025032747725111/,"Discours du Président de la République Française , Emmanuel Macron, lors de l'inauguration du Louvre Abu Dhabi, Émirats Arabes Unies:

''Ce Louvre de la lumière et du désert c'est ce message envoyé contre tous les obscurantismes, c'est ce message envoyé et ce courage que vous avez voulu, celui de remettre votre religion dans ce qu'elle a toujours fait et que vous venez de rappeler avec beaucoup de courage.
Ce message d'un syncrétisme profond, on ne peut pas aimer la religion qui est la vôtre ici si on ne rappelle pas que dans cette région tous les grands monothéismes sont nés et que l'islam est né de ce palimpseste de cultures et de civilisations qui font que de manière indétricotable, irréductible, nos religions sont liées, nos civilisations sont liées ; et que ceux qui veulent faire croire où que ce soit dans le monde que l’islam se construit en détruisant les autres monothéismes sont des menteurs et vous trahissent.''
#France  #Macron #Louvre
-------------------------------------
Emmanuel Macron's speech at the launch of #LouvreAbuDhabi:

''This Louvre of the light and the desert is a message sent against all obscurantism, this is the message and courage that you pursued: to bring your religion back to what it has always been, to reclaim it, with a lot of courage.
This is the message of profound syncretism, we can not love your religion if we do not remember that it was in this region that all the great monotheisms were born, including Islam. Born from a palimpsest of cultures and civilizations that make our religions inextricably linked, irreducible.  Our civilizations are linked, and those who want to convince you, anywhere in the world, that Islam is built by destroying other monotheisms are liars and are betraying you.''",Video,,,"11/12/2017 06:54:48 PM"," ",39,27
1906255039602883_2024435561118163,https://www.facebook.com/OmarSGhobash/posts/2024435561118163,"Omar Saif Ghobash shared The National's video.",SharedVideo,,,"11/11/2017 09:03:31 AM"," ",18,18
1906255039602883_2024240904470962,https://www.facebook.com/OmarSGhobash/posts/2024240904470962,"I am looking forward to visit #Spain
Estoy emocionado de visitar España e hablar de mi libro:
'Carta a un joven musulmán'
http://www.todoliteratura.es/articulo/politica/embajador-omar-saif-visita-espana-presentar-carta-joven-musulman/20171104130135044992.html",Link,,,"11/10/2017 11:29:45 PM"," ",12,12
1906255039602883_2024133221148397,https://www.facebook.com/OmarSGhobash/posts/2024133221148397,"Artificial Intelligence, robots X humans. Can you tell the difference?",SharedVideo,,,"11/10/2017 04:48:55 PM"," ",15,13
1906255039602883_2024097054485347,https://www.facebook.com/OmarSGhobash/posts/2024097054485347,"An amazing addition to the city of Abu Dhabi. 
Very pleased to have been a part of this project.
#LouvreAbuDhabi #France #UAE #Louvre
http://www.gulftoday.ae/portal/279c8f89-1fed-4f35-ae6a-197022927d35.aspx",Link,,,"11/10/2017 02:05:15 PM"," ",72,70
1906255039602883_2023769711184748,https://www.facebook.com/OmarSGhobash/posts/2023769711184748,"New cover for #TheLetters
www.OmarGhobash.com",Photo,,,"11/09/2017 07:05:03 PM"," ",89,88
1906255039602883_2023697087858677,https://www.facebook.com/OmarSGhobash/posts/2023697087858677,#TBT,Photo,,,"11/09/2017 02:13:55 PM"," ",8,8
1906255039602883_2023651494529903,https://www.facebook.com/OmarSGhobash/posts/2023651494529903,"I took my sons to see a professor of Islamic law in Los Angeles once, his house had been converted into a home for lost books. I want them to look at the theological literature of Judaism, Christianity, as well as that of Buddhism and Hinduism. And to read the great works of philosophy left to us by the Greeks but also by the Arabs. I want them to open their eyes and mind to the philosophers of the world throughout the centuries. 
There is no knowledge that is wrong. 
#TheLetters #Muslims #Books",Status,,,"11/09/2017 11:36:46 AM"," ",43,39
1906255039602883_2023257104569342,https://www.facebook.com/OmarSGhobash/posts/2023257104569342,"My thoughts on our responsibilities as Muslims and individuals.",SharedVideo,,,"11/08/2017 01:40:13 PM"," ",27,27
1906255039602883_2023225877905798,https://www.facebook.com/OmarSGhobash/posts/2023225877905798,"French President, Emmanuel Macron join #UAE leaders for the inauguration of the Louvre Abu Dhabi
#Culture #TheLouvre #AbuDhabi
https://www.thenational.ae/uae/emmanuel-macron-and-uae-leaders-formally-open-louvre-abu-dhabi-1.674159",Link,,,"11/08/2017 11:42:41 AM"," ",45,42
1906255039602883_2023200827908303,https://www.facebook.com/OmarSGhobash/posts/2023200827908303,"There are questions relating to how we should deal with violence, and what place ancient violence has in our modern understanding of Islam. Other faiths such as Christianity and Judaism have dealt extensively with the experience of violence, as perpetrators and victims. Should we turn back to our past, closing our eyes to what we can learn from others, insisting that we are special and different from all others?
#TheLetters
https://www.amazon.com/Letters-Young-Muslim-Omar-Ghobash/dp/1250119847",Status,,,"11/08/2017 10:01:59 AM"," ",52,42
1906255039602883_2022834024611650,https://www.facebook.com/OmarSGhobash/posts/2022834024611650,"Facebook opened a new headquarters office in Dubai, which includes a #Interfaith room. Earlier this year, Facebook launched the  #SheMeansBusiness program, in partnership with the Emirates Foundation.
#UAE 
http://mediaoffice.ae/en/media-center/news/27/10/2017/facebook.aspx",Link,,,"11/07/2017 02:02:01 PM"," ",23,19
1906255039602883_2022752807953105,https://www.facebook.com/OmarSGhobash/posts/2022752807953105,"I am humbled by your warm reception of #TheLetters and the support of all my readers. Thank you for your reviews and support.",Photo,,,"11/07/2017 11:19:24 AM"," ",134,120
1906255039602883_2022741281287591,https://www.facebook.com/OmarSGhobash/posts/2022741281287591,"''The Arab world is embracing a paradigm shift around women’s sports.'' - HRH Princess Haya Bint Al Hussein
#UAE 
http://emirateswoman.com/princess-haya-women-uae-seizing-opportunities/",Link,,,"11/07/2017 10:45:01 AM"," ",19,18
1906255039602883_2022390184656034,https://www.facebook.com/OmarSGhobash/posts/2022390184656034,"We need to find a theological and social space for the following ideas:
doubt, question, inquiry, and curiosity 
#TheLetters #Muslims",Status,,,"11/06/2017 03:00:21 PM"," ",75,70
1906255039602883_2022370417991344,https://www.facebook.com/OmarSGhobash/posts/2022370417991344,"Omar Saif Ghobash was mentioned in a post.",,,,"11/06/2017 01:20:45 PM"," ",0,0
1906255039602883_2022369937991392,https://www.facebook.com/OmarSGhobash/posts/2022369937991392,"''En 1977, cuando Omar Saif Ghobash apenas tenía 6 años, su padre fue asesinado en un atentado terrorista. Hoy, con 43, es el embajador de los Emiratos Árabes Unidos en Rusia y musulmán. Pero en lugar de escoger el camino del odio y del resentimiento, está involucrado en un grupo de activistas musulmanes que buscan cambiar el discurso dominante y que son abiertamente críticos a las facciones extremistas del Islam.''
#Cartas #Musulman #Muslims  #Libros 
''In 1977, when Omar Saif Ghobash was barely 6, his father was killed in a terrorist attack. Today, with 43, he is the ambassador of the united Arab Emirates in Russia and Muslim. But instead of choosing the path of hatred and resentment, he is involved in a group of Muslim activists seeking to change the dominant discourse and openly critical of extremist Islamic factions. ''

http://www.todoliteratura.es/articulo/politica/embajador-omar-saif-visita-espana-presentar-carta-joven-musulman/20171104130135044992.html",Link,,,"11/06/2017 01:19:13 PM"," ",20,19
1906255039602883_2022285297999856,https://www.facebook.com/OmarSGhobash/posts/2022285297999856,"I was asked about my personal opinion on blasphemy laws.",SharedVideo,,,"11/06/2017 08:13:30 AM"," ",71,71
1906255039602883_2021988814696171,https://www.facebook.com/OmarSGhobash/posts/2021988814696171,www.OmarGhobash.com,SharedVideo,,,"11/05/2017 05:51:27 PM"," ",56,52
1906255039602883_2021752364719816,https://www.facebook.com/OmarSGhobash/posts/2021752364719816,"Crown Prince of Abu Dhabi and Deputy Supreme Commander of the UAE Armed Forces His Highness Sheikh Mohammed bin Zayed Alnahyan said the UAE “strongly and resolutely stands with the brotherly Saudi kingdom while confronting all challenges that target its security and the region’s security and stability.”

http://english.alarabiya.net/en/News/gulf/2017/11/05/UAE-wholeheartedly-stands-by-Saudi-Arabia-amid-security-challenges.html",Link,,,"11/05/2017 06:31:32 AM"," ",108,104
1906255039602883_2021028661458853,https://www.facebook.com/OmarSGhobash/posts/2021028661458853,"“What happened in the last 30 years is not Saudi Arabia. What happened in the region in the last 30 years is not the Middle East. We didn’t know how to deal with it. And the problem spread all over the world. Now is the time to get rid of it.” -
 محمد بن سلمان آل سعود Mohammad bin Salman Al Saud 
#Moderation #Islam #KSA 
https://www.theguardian.com/world/2017/oct/24/i-will-return-saudi-arabia-moderate-islam-crown-prince",Link,,,"11/03/2017 02:14:23 PM"," ",36,31
1906255039602883_2020968741464845,https://www.facebook.com/OmarSGhobash/posts/2020968741464845,"I think you will often recognize that though you are a Muslim, and a member of a global community of Muslims, you disagree not just with some of them, but with a lot of them. Don`t feel guilty. 
I used to think that answers being either black or white was a blessing. But after a while they seem inadequate.  
www.OmarGhobash.com",Status,,,"11/03/2017 10:53:57 AM"," ",187,181
1906255039602883_2020893948138991,https://www.facebook.com/OmarSGhobash/posts/2020893948138991,"''Letters to a young Muslim'' in #Turkish.
#Books #TheLetters",Photo,,,"11/03/2017 07:35:40 AM"," ",38,37
1906255039602883_2020588904836162,https://www.facebook.com/OmarSGhobash/posts/2020588904836162,"“You can easily judge the character of a man by how he treats those who can do nothing for him.”  Johann Wolfgang von Goethe",Status,,,"11/02/2017 01:08:39 PM"," ",8,8
1906255039602883_2020580151503704,https://www.facebook.com/OmarSGhobash/posts/2020580151503704,"#UAEFlagDay Via Gulf News
http://gulfnews.com/news/uae/government/mohammad-bin-rashid-national-flag-is-a-symbol-of-our-union-pride-1.2117894",Link,,,"11/02/2017 12:34:44 PM"," ",3,3
1906255039602883_2020151658213220,https://www.facebook.com/OmarSGhobash/posts/2020151658213220,"My book was launched in Spanish: ''Carta a un joven Musulman'', and is available via Seix Barral
#TheLetters
https://www.planetadelibros.com/libro-carta-a-un-joven-musulman/254336#soporte/254336?platform=hootsuite",Link,,,"11/01/2017 10:13:38 AM"," ",16,15
1906255039602883_2020123064882746,https://www.facebook.com/OmarSGhobash/posts/2020123064882746,www.OmarGhobash.com,SharedVideo,,,"11/01/2017 08:40:03 AM"," ",18,17
1906255039602883_2019872271574492,https://www.facebook.com/OmarSGhobash/posts/2019872271574492,"Via Words Worth Reading",Photo,,,"10/31/2017 06:23:01 PM"," ",2,2
1906255039602883_2019776634917389,https://www.facebook.com/OmarSGhobash/posts/2019776634917389,"The more difficult and perhaps more valuable sacrifice a person can make is to face the complexity of modern life and live life to its fullest...morally, spiritually, and socially. 
Have you read ''Letters to a young Muslim'' yet? If so, please comment your opinions below.
#TheLetters",Status,,,"10/31/2017 03:03:18 PM"," ",112,99
1906255039602883_2019727301588989,https://www.facebook.com/OmarSGhobash/posts/2019727301588989,"Freedom of religion and co-existence are part of UAE`s value and culture. Philip Parham, the UK Ambassador to the #UAE recently praised the country via a video message:
https://www.thenational.ae/uae/government/uk-ambassador-praises-uae-s-tolerance-on-international-religious-freedom-day-1.670746",Link,,,"10/31/2017 11:45:12 AM"," ",558,547
1906255039602883_2019402474954805,https://www.facebook.com/OmarSGhobash/posts/2019402474954805,"That which does not kill us makes us stronger. #Nietzsche",Status,,,"10/30/2017 06:21:33 PM"," ",15,13
1906255039602883_2019348028293583,https://www.facebook.com/OmarSGhobash/posts/2019348028293583,"Barakat Trust 
#OmarSaifGhobash accompanied by #RickyHassan @ambarinahasan #MohammedKhamisaQC at the British Museum. #Gala2017",Photo,,,"10/30/2017 02:20:50 PM"," ",610,624
1906255039602883_2019345844960468,https://www.facebook.com/OmarSGhobash/posts/2019345844960468,"#TheLetters #UAE",Link,,,"10/30/2017 02:14:50 PM"," ",237,232
1906255039602883_2018845045010548,https://www.facebook.com/OmarSGhobash/posts/2018845045010548,"Omar Saif Ghobash shared their post.",Photo,,,"10/29/2017 09:20:07 AM"," ",5,3
1906255039602883_2018590175036035,https://www.facebook.com/OmarSGhobash/posts/2018590175036035,"HH @MohamedBinZayed: “Investing in the educational development of the individual represents the only real investment”",Photo,,,"10/28/2017 07:05:59 PM"," ",10,10
1906255039602883_2018059645089088,https://www.facebook.com/OmarSGhobash/posts/2018059645089088,"#TheLetters Book signing.",Photo,,,"10/27/2017 01:11:25 PM"," ",28,23
1906255039602883_2018057998422586,https://www.facebook.com/OmarSGhobash/posts/2018057998422586,"I am looking forward to this.
http://www.arabianbusiness.com/industries/media/381875-revealed-big-name-authors-set-for-2018-dubai-lit-fest
#Literature #TheLetters #OmarGhobash",Link,,,"10/27/2017 01:04:16 PM"," ",4,3
1906255039602883_2017802251781494,https://www.facebook.com/OmarSGhobash/posts/2017802251781494,"If we are Muslims and our religion is one of peace, then why are there loud voices that have declared that we are at war?",Status,,,"10/26/2017 10:27:50 PM"," ",24,21
1906255039602883_2017677771793942,https://www.facebook.com/OmarSGhobash/posts/2017677771793942,"Advice for Young Muslims",Link,,,"10/26/2017 01:04:34 PM"," ",5,5
1906255039602883_2017332101828509,https://www.facebook.com/OmarSGhobash/posts/2017332101828509,"Omar Saif Ghobash shared their video.",SharedVideo,,,"10/25/2017 02:17:15 PM"," ",5,5
1906255039602883_2016779635217089,https://www.facebook.com/OmarSGhobash/posts/2016779635217089,"Men and Women: #TheLetters
''All around you, when you are at home you see women taking the lead, pushing on, striving to better themselves and contributing to society in multiple ways. If someone suggested to you that men are by nature better and more talented than women, I know that you would likely scratch your head and wonder what they were talking about. In reality, if you look around the world in which we live, it`s the men who seem to be falling behind. I wonder why this might be the case. ''
#Women #Islam #Equality",Status,,,"10/24/2017 06:20:10 AM"," ",13,11
1906255039602883_2016769731884746,https://www.facebook.com/OmarSGhobash/posts/2016769731884746,"#TheLetters Via @HijabiiNahat",Photo,,,"10/24/2017 05:46:17 AM"," ",135,135
1906255039602883_2016608515234201,https://www.facebook.com/OmarSGhobash/posts/2016608515234201,"#DubaiLitFest2018
http://www.arabianbusiness.com/industries/media/381875-revealed-big-name-authors-set-for-2018-dubai-lit-fest",Link,,,"10/23/2017 08:01:38 PM"," ",18,12
1906255039602883_2015680721993647,https://www.facebook.com/OmarSGhobash/posts/2015680721993647:0,"It is not the mountain we conquer, but ourselves!",Photo,,,"10/21/2017 11:40:15 AM"," ",68,63
1906255039602883_2015641558664230,https://www.facebook.com/OmarSGhobash/posts/2015641558664230,"“The new era focuses on future skills, future sciences and future technology, as we prepare for the centenary to ensure a better future for our generations” - His Highness Sheikh Mohammed bin Rashid Al Maktoum
#UAE #Youth #Technology
http://gulfnews.com/news/uae/government/uae-looking-for-a-technological-leap-1.2110092",Link,,,"10/21/2017 09:32:25 AM"," ",6,6
1906255039602883_2015370138691372,https://www.facebook.com/OmarSGhobash/posts/2015370138691372,"“How do you know what you know until you’ve written it? Writing is knowing.” —E. L. Doctorow",Status,,,"10/20/2017 04:23:37 PM"," ",8,7
1906255039602883_2015242232037496,https://www.facebook.com/OmarSGhobash/posts/2015242232037496,"#TheLetters
www.OmarGhobash.com",SharedVideo,,,"10/20/2017 09:04:09 AM"," ",5,4
1906255039602883_2015152235379829,https://www.facebook.com/OmarSGhobash/posts/2015152235379829,"Good morning!
#UAE #France 
http://www.ozy.com/rising-stars/meet-the-uaes-most-important-ambassador/81266",Link,,,"10/20/2017 05:28:40 AM"," ",149,119
1906255039602883_2014912342070485,https://www.facebook.com/OmarSGhobash/posts/2014912342070485,"New UAE Cabinet Members, as announced by Sheikh Mohammed",Link,,,"10/19/2017 03:04:02 PM"," ",19,19
1906255039602883_2014895358738850,https://www.facebook.com/OmarSGhobash/posts/2014895358738850,#TheLetters,Photo,,,"10/19/2017 01:44:37 PM"," ",2,2
1906255039602883_2014808792080840,https://www.facebook.com/OmarSGhobash/posts/2014808792080840,"Friends and Foundation of the Rochester Public Library will review &quot;Letters to a Young Muslim&quot; on Tuesday, October 24, as part of its Books Sandwiched In series. Iman Abid, an organizer with the Rochester chapter of the New York Civil Liberties Union - NYCLU, will review Omar Saif Ghobash's book. In a series of letters, Ghobash tries to educate his sons about their future as Muslims and how to understand the Islamic faith at a time when the religion is being reinterpreted to fuel global conflicts. The event will be held at the Central Library, 115 South Avenue, from 12:12 p.m. to 12:52 p.m.
https://www.rochestercitynewspaper.com/rochester/urban-action-10-18/Content?oid=4501127",Link,,,"10/19/2017 09:23:27 AM"," ",7,6
1906255039602883_2014417035453349,https://www.facebook.com/OmarSGhobash/posts/2014417035453349,"Palestinian teenager declared Arab Reading Challenge winner",Link,,,"10/18/2017 10:59:22 AM"," ",14,13
1906255039602883_2014390775455975,https://www.facebook.com/OmarSGhobash/posts/2014390775455975,"He who has a why to live can bear almost any how. #Nietzsche",Status,,,"10/18/2017 09:41:17 AM"," ",16,13
1906255039602883_2014356928792693,https://www.facebook.com/OmarSGhobash/posts/2014356928792693,"#GITEX Technology week, brought together thousands of world class talent and companies from around the globe to showcase new achievements in technology, innovation and startups. Via GITEX Technology Week
#UAE",SharedVideo,,,"10/18/2017 08:01:47 AM"," ",1,1
1906255039602883_2014313018797084,https://www.facebook.com/OmarSGhobash/posts/2014313018797084,"Omar Saif Ghobash shared Gulf News's post.",Link,,,"10/18/2017 05:56:38 AM"," ",21,18
1906255039602883_2013949935500059,https://www.facebook.com/OmarSGhobash/posts/2013949935500059,"Doubt often implies atheism but actually, between doubt and atheism, there is a tremendous amount of work that can and should be done, in terms of religious beliefs.",Status,,,"10/17/2017 08:35:54 AM"," ",14,11
1906255039602883_2013532042208515,https://www.facebook.com/OmarSGhobash/posts/2013532042208515,"In a statement issued on Sunday, the UAE's Ministry of Foreign Affairs and International Cooperation condemned the terrorist attack, and expressed its stand and solidarity with the Somali government in its fight against violence and extremism.

The ministry called on the international community to stand shoulder to shoulder in fighting this menace that threatens the stability of countries around the world.
https://www.khaleejtimes.com/nation/abu-dhabi/UAE-condemns-Somalia-bombing-death-toll-rises-above-300",Link,,,"10/16/2017 09:19:16 AM"," ",6,4
1906255039602883_2013510095544043,https://www.facebook.com/OmarSGhobash/posts/2013510095544043,"Omar Saif Ghobash shared The National's post.",Link,,,"10/16/2017 08:19:15 AM"," ",3,3
1906255039602883_2013492478879138,https://www.facebook.com/OmarSGhobash/posts/2013492478879138,http://www.almaghribtoday.net/327/031339-%D8%B9%D9%85%D8%B1-%D8%B3%D9%8A%D9%81-%D8%BA%D8%A8%D8%A7%D8%B4-%D9%8A%D9%83%D8%B4%D9%81-%D8%A3%D9%86%D9%87-%D9%8A%D8%AC%D8%A8-%D8%A7%D9%84%D9%88%D8%B5%D9%88%D9%84-%D8%A5%D9%84%D9%89-%D8%B1%D8%AC%D8%A7%D9%84-%D8%A7%D9%84%D8%AF%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%AA%D9%88%D9%8A%D8%AA%D8%B1,Link,,,"10/16/2017 07:21:39 AM"," ",4,2
1906255039602883_2013311002230619,https://www.facebook.com/OmarSGhobash/posts/2013311002230619,"For those who prefer audio books: 
https://www.audible.com/pd/Religion-Spirituality/Letters-to-a-Young-Muslim-Audiobook/B01N2T6ZHC/                                 
 Via Audible                                                                                                       
 What does it mean to be a good Muslim? What is the concept of a good life? And is it acceptable to stand up and openly condemn those who take the Islamic faith and twist it to suit their own misguided political agendas?",Photo,,,"10/15/2017 07:09:59 PM"," ",70,58
1906255039602883_2012827888945597,https://www.facebook.com/OmarSGhobash/posts/2012827888945597,"Abu Dhabi welcomes thousands of competitors and fans to 2017 WorldSkills challenge",Link,,,"10/14/2017 01:00:19 PM"," ",2,2
1906255039602883_2012164085678644,https://www.facebook.com/OmarSGhobash/posts/2012164085678644,"Omar Saif Ghobash shared The Foundation For Ethnic Understanding-FFEU's post.",Link,,,"10/13/2017 03:58:42 PM"," ",5,5
1906255039602883_2012053232356396,https://www.facebook.com/OmarSGhobash/posts/2012053232356396,"Politicians need to get digitally literate – and fast | Martha Lane Fox",Link,,,"10/13/2017 08:53:37 AM"," ",1,1
1906255039602883_2012004915694561,https://www.facebook.com/OmarSGhobash/posts/2012004915694561,"New season of Abu Dhabi classics opens at Al Ain's Al Jahili Fort",Link,,,"10/13/2017 06:47:38 AM"," ",22,19
1906255039602883_2011792579049128,https://www.facebook.com/OmarSGhobash/posts/2011792579049128,"Our life always expresses the result of our dominant thoughts.",Status,,,"10/12/2017 04:23:19 PM"," ",15,13
1906255039602883_2011771985717854,https://www.facebook.com/OmarSGhobash/posts/2011771985717854,"#NYU Abu Dhabi 
Afra Atiq",SharedVideo,,,"10/12/2017 02:34:47 PM"," ",5,5
